lr,criterion,optimizer,scheduler,val_f1,trial,history,dataloader
0.001,Weighted CE,sgd,plateau_lr,0.9911137409571258,11,"{""train_loss"": [0.2873569238341103, 0.06437821954433319, 0.038021046680952644, 0.02536917865358243, 0.01896914199024953, 0.013498155478058747, 0.011268074488278866, 0.008159427717120013, 0.0067198300121866245, 0.010616856438144385, 0.005567173079925792, 0.004827435745654189, 0.003126595571118287, 0.0027992886921293153, 0.0017529762612816875, 0.0010590697772755106, 0.0007482322686574348, 0.0008281427983927431, 0.0007737307738261409, 0.0007473220009686169], ""val_loss"": [0.07371882443942336, 0.04908743640145986, 0.027078114622263758, 0.03363568937590511, 0.03287178803399931, 0.026299074408666853, 0.03158749935743027, 0.029004869719421348, 0.033498982709808806, 0.030038611229552797, 0.03797412681875136, 0.04175163668906286, 0.04692475225771361, 0.04232448810860733, 0.03492117144557206, 0.036685218688440005, 0.03350592285385797, 0.034837935161026075, 0.034347276248871114, 0.03611282645636478], ""train_acc"": [0.8682380952380953, 0.9728095238095238, 0.9841190476190477, 0.9898452380952382, 0.992202380952381, 0.9945833333333334, 0.995904761904762, 0.996702380952381, 0.9975357142857143, 0.9960952380952381, 0.9978452380952382, 0.9983214285714286, 0.9989285714285715, 0.9991428571428572, 0.9994166666666667, 0.9996666666666667, 0.9997857142857143, 0.9997261904761905, 0.9997857142857143, 0.9998095238095238], ""val_acc"": [0.9692222222222223, 0.9771111111111112, 0.9895555555555556, 0.9880000000000001, 0.9866666666666667, 0.9897777777777779, 0.9892777777777778, 0.9897222222222223, 0.9891666666666667, 0.9897222222222223, 0.9885555555555556, 0.9875555555555556, 0.9872777777777778, 0.9890555555555556, 0.9903333333333334, 0.9904444444444445, 0.9911111111111112, 0.9908333333333333, 0.9907222222222223, 0.9901111111111112], ""train_f1"": [0.8729349348214746, 0.9730775189223909, 0.9842181479395081, 0.9898862136939166, 0.9922276442230556, 0.994595531606834, 0.9959117862964985, 0.9967071357020513, 0.9975383017852373, 0.9961010820068463, 0.9978471279956599, 0.9983225306614026, 0.9989290973440066, 0.999143128820138, 0.9994168192445144, 0.9996667195347448, 0.9997857414793276, 0.9997262360730986, 0.9997857380820143, 0.9998095449617905], ""val_f1"": [0.9696101231922906, 0.9773667887086501, 0.9895731988815429, 0.987990182302222, 0.9867349709392319, 0.9898024619535942, 0.9892773805848885, 0.9897309401581967, 0.9891806191612628, 0.9897362104227594, 0.9885873194540905, 0.9876227981805416, 0.9873371274371547, 0.9890664454196083, 0.9903397563334527, 0.9904408987895967, 0.9911137409571258, 0.9908329937642829, 0.9907198137522784, 0.9901176817664057]}",no_augm
0.0001,Weighted CE,sgd,plateau_lr,0.9854690324838523,12,"{""train_loss"": [0.4800289749872117, 0.32997659996861506, 0.27030394383981116, 0.228008253015223, 0.192962259440195, 0.16092522447378863, 0.11674085845549902, 0.08001909778919071, 0.06044775941302734, 0.048524407149026436, 0.04191650458802247, 0.035633816212914615, 0.031728962877809644, 0.026541522126389844, 0.024762145133616978, 0.021023275487609985, 0.01856747583539358, 0.017434829786497477, 0.014454689408968468, 0.014044529780537622], ""val_loss"": [0.36467868628766803, 0.28061206755373214, 0.24242646960086292, 0.22661502869261635, 0.1996197851896286, 0.15324200046890313, 0.11796070463003384, 0.08239682168834325, 0.06713972029775485, 0.060951597298741236, 0.0716633380405967, 0.05280843134970766, 0.05058739150395397, 0.045420163015598924, 0.04669137827481205, 0.050061438019060815, 0.044986300468863594, 0.04613101946415716, 0.04331041600898203, 0.04825875368501349], ""train_acc"": [0.7675595238095239, 0.8570119047619048, 0.8844880952380952, 0.9034166666666666, 0.9193928571428571, 0.9335476190476191, 0.9525595238095238, 0.9676904761904762, 0.9758809523809524, 0.9812738095238096, 0.9837619047619048, 0.9866785714285714, 0.9878214285714286, 0.9899404761904762, 0.9907380952380953, 0.9918809523809524, 0.9935476190476191, 0.9937142857142858, 0.9950238095238095, 0.9951071428571429], ""val_acc"": [0.8361666666666667, 0.8765555555555556, 0.8951111111111112, 0.9016666666666667, 0.9146111111111112, 0.9371666666666667, 0.9525, 0.9668333333333334, 0.9738333333333333, 0.9765555555555556, 0.9725555555555556, 0.9797222222222223, 0.9818888888888889, 0.9835555555555556, 0.9831111111111112, 0.9817222222222223, 0.9835, 0.9833333333333334, 0.9854444444444445, 0.9832222222222222], ""train_f1"": [0.7791152280794713, 0.8620105908339135, 0.8879527214093647, 0.9059523896084242, 0.921296851769813, 0.9348841935409294, 0.9532905126905635, 0.9680601636614315, 0.9760905741382504, 0.9814043982330313, 0.9838632337252542, 0.986746848140336, 0.9878763058920891, 0.9899796876823814, 0.9907705882104605, 0.9919074440402702, 0.9935638991562626, 0.9937298534877684, 0.9950347455609333, 0.9951170214898393], ""val_f1"": [0.8431125706106963, 0.8804215067447504, 0.8980374309918142, 0.9045427592415584, 0.9167671296892765, 0.9378706020013862, 0.9531307378210441, 0.967111969345588, 0.9740065882169516, 0.9767115962556385, 0.9728996724245066, 0.9798310813565387, 0.9819637611651408, 0.9835749301274692, 0.9831664771828352, 0.9818267363875776, 0.983566453694626, 0.9834034170435915, 0.9854690324838523, 0.9832963400003448]}",no_augm
0.001,Weighted CE,adam,step_lr,0.992860667192845,13,"{""train_loss"": [0.21405440405410314, 0.07874893065320239, 0.06420860753320934, 0.05416305357852858, 0.052257323621561054, 0.047332349080884815, 0.04412036363454951, 0.026272627945339213, 0.019841732725590235, 0.019057311904681618, 0.016206230714067727, 0.015467095198363257, 0.015206918685537446, 0.015194324334731989, 0.012381897012776776, 0.012061595822033729, 0.011618072556571695, 0.011349557966394712, 0.011350308733685515, 0.011686821433355686], ""val_loss"": [0.06337775372903949, 0.23460548072722223, 0.039482215996830036, 0.08734686679357644, 0.04525098636483641, 0.05047250334923673, 0.03499529592924511, 0.02272284829817161, 0.02149762832241716, 0.019711611648792517, 0.019400153982007277, 0.017310847990906146, 0.020309184797264106, 0.017956625021733775, 0.016351965380460427, 0.016173265577568676, 0.01717264580652609, 0.016995332355085366, 0.01748247013303454, 0.01843917188425656], ""train_acc"": [0.897, 0.9621666666666667, 0.9685714285714286, 0.9728214285714286, 0.9741785714285714, 0.9763571428571429, 0.9788928571428571, 0.9873690476190476, 0.990202380952381, 0.9910952380952381, 0.9918095238095238, 0.9920476190476191, 0.9922261904761905, 0.9920833333333333, 0.9932261904761905, 0.9934404761904763, 0.9937857142857143, 0.994, 0.9940833333333333, 0.9941547619047619], ""val_acc"": [0.9703333333333334, 0.8894444444444445, 0.9808333333333333, 0.965388888888889, 0.9780000000000001, 0.9726111111111112, 0.9832222222222222, 0.9891666666666667, 0.9905555555555556, 0.9909444444444445, 0.9910555555555556, 0.9919444444444445, 0.9913333333333334, 0.9915555555555556, 0.9919444444444445, 0.9924444444444445, 0.992388888888889, 0.9928333333333333, 0.9924444444444445, 0.9923333333333334], ""train_f1"": [0.9002761929562666, 0.9627990634251389, 0.9690343785558272, 0.9731734143251328, 0.9745065656853823, 0.9766326353840098, 0.9791133679123339, 0.987462523383428, 0.9902580382345699, 0.9911425519683977, 0.9918492181812886, 0.9920851982883574, 0.9922621615246764, 0.9921211626035251, 0.9932552749190904, 0.9934673440674271, 0.9938097950599896, 0.9940219675310847, 0.9941045885326759, 0.9941751341088159], ""val_f1"": [0.9707167923295529, 0.8950135821848035, 0.9810252540049835, 0.9660781974130433, 0.9782399595787287, 0.9729870494730363, 0.9833874277307453, 0.9892331401679615, 0.9906085703075855, 0.9909789825770056, 0.9911023184163702, 0.9919820239230893, 0.9913691617845458, 0.9916000005928177, 0.9919780324375853, 0.9924740684300665, 0.9924190014375947, 0.992860667192845, 0.9924735306016539, 0.992365571840052]}",no_augm
0.0001,Weighted CE,adam,step_lr,0.9943366814236231,14,"{""train_loss"": [0.19009337979714785, 0.05082632486697375, 0.0324419755294858, 0.025076784869484114, 0.019039520873175207, 0.01659463742770781, 0.013403809140269654, 0.004651326519083308, 0.0020833443811364336, 0.0015395525191722293, 0.0015880801376460035, 0.001316621878392195, 0.0009146475830983379, 0.0009184590224845881, 0.0004205123167230022, 0.0003791803790598672, 0.00033102633141216334, 0.00030381917287733445, 0.000864528569727847, 0.000234059658661005], ""val_loss"": [0.05226843786083757, 0.028683112653305417, 0.025141736549854007, 0.03509203203792418, 0.02622560504778246, 0.02844576567052718, 0.03406997142942803, 0.017963521736619997, 0.018278219420453226, 0.02399389364632868, 0.023982641284441976, 0.02672815735849889, 0.031767339193315994, 0.027301297671172533, 0.02671836994343069, 0.027574144709342083, 0.028143038758991677, 0.029524478869761714, 0.029606607451597503, 0.02900060878768641], ""train_acc"": [0.9152619047619048, 0.9801904761904762, 0.9863928571428572, 0.9899880952380953, 0.99175, 0.9932619047619048, 0.9941547619047619, 0.9980833333333333, 0.9991309523809524, 0.9993809523809524, 0.9995952380952381, 0.9996190476190476, 0.9997142857142858, 0.999702380952381, 0.9998690476190476, 0.9998690476190476, 0.999904761904762, 0.9998690476190476, 0.9997976190476191, 0.9999166666666667], ""val_acc"": [0.9775, 0.9880000000000001, 0.9894444444444445, 0.9856111111111111, 0.9907777777777779, 0.9903333333333334, 0.988388888888889, 0.9935555555555556, 0.9943333333333334, 0.9940555555555556, 0.9939444444444445, 0.9940555555555556, 0.993388888888889, 0.9937222222222223, 0.9937777777777779, 0.9936666666666667, 0.9935555555555556, 0.9937777777777779, 0.9938888888888889, 0.9937777777777779], ""train_f1"": [0.9174959132270458, 0.9803398391759415, 0.9864675051515497, 0.9900286468565571, 0.991780016126104, 0.9932825442463972, 0.9941704588811477, 0.9980851349913498, 0.9991313720932029, 0.9993810995978842, 0.9995953279424445, 0.9996190899235811, 0.9997143219724367, 0.9997024305142375, 0.9998690548921593, 0.9998690569694492, 0.9999047664388296, 0.9998690590464092, 0.9997976431262529, 0.9999166712950104], ""val_f1"": [0.9776613831818518, 0.9880547089573829, 0.9894530103011429, 0.9856484544406735, 0.9908191705632485, 0.990373295836609, 0.988336573143563, 0.993561258549759, 0.9943366814236231, 0.99406321153977, 0.9939464596016782, 0.9940662461889648, 0.9934041359295122, 0.9937252375883519, 0.9937819121226821, 0.9936722713333839, 0.9935603115718469, 0.9937846530598167, 0.9938956413980342, 0.9937805370715634]}",no_augm
0.001,Weighted CE,adam,plateau_lr,0.9878599703016038,15,"{""train_loss"": [0.2569837728790229, 0.07812915888943132, 0.06421536705581404, 0.05513871639421199, 0.050536923462168835, 0.04973774001012221, 0.04584801682924375, 0.043643850694626486, 0.03892652903290162, 0.03711187903650768, 0.03300325926241448, 0.035812361338161285, 0.030447954380154896, 0.02823910528456065, 0.029532915890452247, 0.025849901301098353, 0.028843046157058898, 0.024134903391575112, 0.028609707898573804, 0.021545007597684702], ""val_loss"": [0.2924425298285981, 0.07709795087637031, 0.07140040509097485, 0.04120541509608059, 0.051128446723672116, 0.03799482314095237, 0.04159519857487693, 0.049431662549613974, 0.030059721010444265, 0.03193029303837102, 0.07370746870118335, 0.03154787793026019, 0.027531809893405493, 0.036846005661889544, 0.02712960081690936, 0.028918773162835705, 0.02599168375835848, 0.03979564110877599, 0.039577476855770885, 0.0283693683104911], ""train_acc"": [0.8756190476190476, 0.9635595238095238, 0.9688928571428572, 0.9727976190476191, 0.9750238095238095, 0.9754761904761905, 0.9770119047619048, 0.9779642857142857, 0.9802261904761905, 0.9811428571428572, 0.9832857142857143, 0.9825952380952381, 0.9847023809523809, 0.986, 0.9857738095238096, 0.9872619047619048, 0.9864047619047619, 0.9884166666666667, 0.9860833333333333, 0.989297619047619], ""val_acc"": [0.8995555555555556, 0.9641111111111111, 0.9670000000000001, 0.9797777777777779, 0.9742777777777778, 0.9812222222222222, 0.9827777777777779, 0.9763333333333334, 0.9852222222222222, 0.9847777777777779, 0.9696666666666667, 0.9830555555555556, 0.9864444444444445, 0.9810555555555556, 0.9868888888888889, 0.9862777777777778, 0.9872222222222222, 0.9807222222222223, 0.9826666666666667, 0.9877777777777779], ""train_f1"": [0.8802050259129598, 0.9641171166734346, 0.9693251360047919, 0.9731555299043153, 0.975321469659872, 0.9757667477486165, 0.9772673419573707, 0.9782041681431248, 0.9804282754426209, 0.9813225081186652, 0.9834244319608706, 0.9827472609362619, 0.9848252195081502, 0.9861004162020411, 0.9858704954588424, 0.9873434754650866, 0.9864954499105396, 0.9884829879630148, 0.9861719345152203, 0.9893539213056557], ""val_f1"": [0.9043316577483569, 0.9647735805464102, 0.9676071615910687, 0.9799469808736441, 0.9746160368630464, 0.9812319336386093, 0.9829136824803938, 0.9766589345704688, 0.9853164886339211, 0.9848727674902431, 0.9702192902302034, 0.9832093499646879, 0.9865430692432445, 0.981233863106087, 0.9869833798384295, 0.986378086015099, 0.987275046220805, 0.9808906980132841, 0.9827321589688955, 0.9878599703016038]}",no_augm
0.0001,Weighted CE,adam,plateau_lr,0.9937855639956651,16,"{""train_loss"": [0.1904108583162583, 0.050007326738576274, 0.03415042559336316, 0.025549228179361394, 0.01901143444011922, 0.01753347601785572, 0.013678556743302536, 0.01286973808094687, 0.009439772120586061, 0.01065342841592812, 0.008769297584773461, 0.007340958787935858, 0.009153206859593808, 0.006222838652999919, 0.006956071616884354, 0.005599748213920244, 0.005904760737164252, 0.005365453985661757, 0.0053529000231431105, 0.00464996976396219], ""val_loss"": [0.09821122240264797, 0.027426248342342054, 0.042883307135152995, 0.02435927574471619, 0.029474821618146962, 0.021220782633106058, 0.021133880127038245, 0.029518565581919346, 0.02196976623862188, 0.03703509153464927, 0.024813991993731792, 0.040735789254092124, 0.023623924256852235, 0.026994298942184747, 0.017093552192951094, 0.021460161423492795, 0.02436062001785338, 0.09885901281290564, 0.026040159387644025, 0.030730777881704096], ""train_acc"": [0.9159285714285714, 0.9791190476190477, 0.9861190476190477, 0.9894880952380952, 0.9920238095238095, 0.9928214285714286, 0.9945238095238096, 0.9949285714285715, 0.9960357142857144, 0.9956190476190476, 0.9966190476190476, 0.9971190476190477, 0.9966785714285714, 0.9976071428571429, 0.9972142857142857, 0.9980238095238095, 0.9977976190476191, 0.9981785714285715, 0.9979761904761905, 0.9983452380952381], ""val_acc"": [0.9561111111111111, 0.9890000000000001, 0.9820000000000001, 0.9897777777777779, 0.9881111111111112, 0.9916666666666667, 0.9921111111111112, 0.9894444444444445, 0.9916666666666667, 0.9876111111111111, 0.9914444444444445, 0.9883333333333334, 0.9925, 0.9924444444444445, 0.9937777777777779, 0.9924444444444445, 0.9919444444444445, 0.9791666666666667, 0.9930555555555556, 0.9925], ""train_f1"": [0.9180876165405322, 0.9792859582857533, 0.986195509943652, 0.9895346656591554, 0.9920513031608155, 0.9928436933326541, 0.9945372028001668, 0.9949401888940048, 0.996042606814824, 0.9956267670671822, 0.9966241075912938, 0.9971225925025055, 0.9966832045922598, 0.9976093921320578, 0.997217494960304, 0.9980254028353737, 0.9977996892757746, 0.9981799395608953, 0.997977758441214, 0.9983463245527302], ""val_f1"": [0.9571624036949709, 0.9889877096796944, 0.9821820347270105, 0.9898337285479716, 0.9881885963677584, 0.9916981533504305, 0.9921284483055305, 0.9895029582383573, 0.9916831675278986, 0.9876776195685157, 0.9914488691726208, 0.9883947376611298, 0.9925167541513745, 0.9924686720202309, 0.9937855639956651, 0.9924648704943716, 0.9919577589699434, 0.9794299076389198, 0.9930665275214313, 0.9925205460530859]}",no_augm
0.001,CE,sgd,step_lr,0.9486248701553027,1,"{""train_loss"": [0.3841214136566435, 0.30398917528845015, 0.2728169389026506, 0.25253257063315027, 0.2331921235535826, 0.22141703867486545, 0.21256921967864037, 0.1834858774053199, 0.1744132780610096, 0.17063862634414717, 0.16803155101977643, 0.1656835244886932, 0.16363449215250356, 0.1634701374499571, 0.15739563450855867, 0.15709838563665038, 0.15890992420415084, 0.15785796939120406, 0.15658551600185178, 0.1592011640309578], ""val_loss"": [0.27995896943906945, 0.23580880350578162, 0.21903500487531224, 0.20055252619667185, 0.1762819391331739, 0.17526176672920377, 0.18027378538085354, 0.1405350088197738, 0.13841357489188927, 0.14059445006721136, 0.1335338660945288, 0.126103084795772, 0.13218684690825952, 0.1354466436759879, 0.12707643907664654, 0.12717644247169502, 0.12784627109647004, 0.1269735472332945, 0.12765384710706873, 0.12670348290084965], ""train_acc"": [0.8272976190476191, 0.8651547619047619, 0.8787738095238096, 0.8901071428571429, 0.8981309523809524, 0.9039761904761905, 0.9073214285714286, 0.9213928571428571, 0.9258214285714286, 0.9267738095238095, 0.9285476190476191, 0.9292261904761905, 0.9310357142857143, 0.9301785714285714, 0.933452380952381, 0.9326666666666666, 0.9323333333333333, 0.9333333333333333, 0.933797619047619, 0.9334761904761905], ""val_acc"": [0.877, 0.8946111111111111, 0.9055555555555556, 0.9139444444444444, 0.9281111111111111, 0.9272222222222223, 0.9238333333333334, 0.9419444444444445, 0.9420000000000001, 0.9416666666666668, 0.9455555555555556, 0.9488888888888889, 0.9443888888888889, 0.9432777777777778, 0.9478888888888889, 0.9474444444444445, 0.9472777777777778, 0.9486666666666667, 0.947388888888889, 0.9477222222222222], ""train_f1"": [0.8173798451211831, 0.8612654156362093, 0.8760593864754974, 0.8882173395535349, 0.8966391501564723, 0.9027559575740214, 0.9062434125071464, 0.9208049142359678, 0.9252767216440594, 0.9263080972127942, 0.9280381266224123, 0.9288296329843748, 0.9306110603048172, 0.929803712565929, 0.933134489866697, 0.932297844198601, 0.9320190920387161, 0.9329926686770015, 0.9334598789786108, 0.933181603444305], ""val_f1"": [0.87298738153726, 0.894846537964128, 0.9054358742341643, 0.914161572633893, 0.9270315330215763, 0.9258077577546794, 0.923177701639112, 0.9418947786036204, 0.9420725786738787, 0.9416796152346534, 0.9453165644703937, 0.9486248701553027, 0.9445890932245946, 0.9436885189787255, 0.9478888888888889, 0.9473896590190877, 0.9474675818882521, 0.9485823278148808, 0.9473791370650793, 0.9476696823737948]}",weak_augm
0.0001,CE,sgd,step_lr,0.8940387884560674,2,"{""train_loss"": [0.47733587758881707, 0.3960232725427264, 0.3657702278409685, 0.3436078838024821, 0.32742215392986934, 0.3124090849586896, 0.3026429353299595, 0.29048564471233457, 0.2898794871767362, 0.28857797809725716, 0.2882797432456698, 0.2866566846711295, 0.28264067882583255, 0.28070624270041783, 0.2806443130090123, 0.28151266593024843, 0.2824382545493898, 0.2817947410969507, 0.2831329691495214, 0.28065645282892954], ""val_loss"": [0.40626789118846257, 0.3401811432540417, 0.3193802125652631, 0.2901593558920754, 0.2771763399673833, 0.2610577237970299, 0.25804071337978046, 0.25311696250240007, 0.24812981341282528, 0.2514677138676246, 0.24343022474481, 0.24500181678434213, 0.24183140659663413, 0.2419519741717312, 0.23871280700299474, 0.23929081849919426, 0.24051305973529816, 0.2449840253127946, 0.24417812453707058, 0.24133983466029169], ""train_acc"": [0.7784285714285715, 0.8231190476190476, 0.8369166666666666, 0.8479642857142857, 0.8544285714285714, 0.8619642857142857, 0.8667738095238096, 0.8714047619047619, 0.8743571428571428, 0.8727619047619047, 0.8741547619047619, 0.8745595238095238, 0.8770476190476191, 0.876547619047619, 0.8768095238095238, 0.87775, 0.8761904761904762, 0.8773333333333334, 0.8749761904761905, 0.877702380952381], ""val_acc"": [0.8252222222222223, 0.8515555555555556, 0.8605555555555556, 0.8741666666666668, 0.8801666666666668, 0.8857222222222223, 0.8852777777777778, 0.887888888888889, 0.8912222222222222, 0.8906666666666667, 0.894, 0.8933333333333334, 0.8943888888888889, 0.8935000000000001, 0.895888888888889, 0.8951111111111112, 0.894, 0.8932222222222223, 0.8936666666666667, 0.8945555555555555], ""train_f1"": [0.740562254562958, 0.8101912377900936, 0.8266545286390236, 0.8396428853856125, 0.8473911188038602, 0.8561069897184588, 0.8616101967340984, 0.8665899286836107, 0.8697261793641852, 0.8683039374742669, 0.869682509149731, 0.8701818922124365, 0.8729505724448642, 0.8725038734005842, 0.8724776242772807, 0.8737212949333684, 0.8720778828988924, 0.8732070631240515, 0.8708048593181766, 0.8736438637258268], ""val_f1"": [0.8102611423444182, 0.8450072457659437, 0.8554539552987679, 0.8688998899839642, 0.8768152244143764, 0.8822871094162485, 0.8827152794110685, 0.8869463653359863, 0.8896163953011686, 0.8898957324101185, 0.8914637444256311, 0.8899159215095934, 0.8924614795557861, 0.8914066189522476, 0.8940387884560674, 0.8931463760278089, 0.8920793787748059, 0.892203957776725, 0.8928746690342025, 0.8929989368139009]}",weak_augm
0.001,CE,sgd,plateau_lr,0.9480192830008376,3,"{""train_loss"": [0.3844203408757846, 0.30695677818003153, 0.2752118227935973, 0.25038540561426254, 0.23644229633183705, 0.2221004365001406, 0.2139989333493369, 0.2068316297162147, 0.19758448901630582, 0.19344142412926468, 0.1858360303115277, 0.1801396738212733, 0.1755983770212957, 0.1714798755241292, 0.16752327042605195, 0.16084910158103422, 0.156957276260569, 0.1549219370658199, 0.1516979975583298, 0.14779685900395825], ""val_loss"": [0.3510620151625739, 0.3241028312709596, 0.22114148758620852, 0.21230421522094145, 0.388568887591362, 0.18359887482081022, 0.16163777052031622, 0.15209231606415577, 0.14839979390251554, 0.15519593510124832, 0.16434858244140116, 0.17053715002270312, 0.16225416422345573, 0.12662148873109577, 0.1421481407370108, 0.1322890751064244, 0.14701010691146885, 0.1498849933778854, 0.19806670958424608, 0.1275388365882989], ""train_acc"": [0.8256190476190477, 0.8627619047619048, 0.8787380952380952, 0.8912619047619048, 0.897702380952381, 0.9025357142857143, 0.9076190476190477, 0.9109761904761905, 0.9151190476190476, 0.9163214285714286, 0.9210952380952381, 0.923404761904762, 0.9252142857142858, 0.9274642857142857, 0.9280714285714285, 0.9314642857142857, 0.9334166666666667, 0.9340476190476191, 0.9367380952380953, 0.9379166666666667], ""val_acc"": [0.8421666666666667, 0.8420555555555556, 0.9055555555555556, 0.9088333333333334, 0.8240000000000001, 0.92, 0.9322222222222223, 0.9357222222222222, 0.9383888888888889, 0.9360555555555556, 0.9303888888888889, 0.927888888888889, 0.9295, 0.9484444444444445, 0.9421111111111111, 0.9456111111111112, 0.9381111111111111, 0.9431666666666667, 0.911888888888889, 0.9486111111111112], ""train_f1"": [0.815464584228779, 0.8586535215393233, 0.876096647252616, 0.8894252190145858, 0.8961222549879123, 0.9013154451810818, 0.9066283618449885, 0.9100105590908527, 0.9142815386934999, 0.9156181785847407, 0.9205218706281745, 0.9229040390263956, 0.9247430710510981, 0.9270383834842554, 0.9276412329110388, 0.9311123553303935, 0.933084752437042, 0.9337730286058487, 0.9364348476988739, 0.9376082189278442], ""val_f1"": [0.8487888165671145, 0.8492585915014922, 0.9019187768026515, 0.9086869810104113, 0.8343734871689613, 0.9178265530421977, 0.9326498722922726, 0.9354821744678755, 0.9380200552780175, 0.9344757035445012, 0.9315747048240618, 0.9290216782978505, 0.9302153125805676, 0.9480192830008376, 0.9420982326117632, 0.9450103168111065, 0.9367816444781343, 0.941902337055811, 0.9133221643087616, 0.9478894394429896]}",weak_augm
0.0001,CE,sgd,plateau_lr,0.9221638964987453,4,"{""train_loss"": [0.4709888462282362, 0.38897370251019797, 0.36022786651906513, 0.33971923731906073, 0.32326310311612627, 0.31048855940784725, 0.30362786693800065, 0.29432559510639733, 0.285205092449983, 0.2796256921433267, 0.26859854949088324, 0.2627285587631521, 0.260355321540719, 0.2540148378042948, 0.2491090291908809, 0.24011421751124518, 0.24150815134530976, 0.23673742250175703, 0.2268353244108813, 0.22770582147439322], ""val_loss"": [0.39513675172461404, 0.3303039726747407, 0.31496108635266623, 0.28364502458439933, 0.2884854207601812, 0.2770084726115068, 0.2590363262858656, 0.2476240447031127, 0.2536095605707831, 0.22801095071434974, 0.21980830392407047, 0.255830882711543, 0.22478224098268482, 0.21144128799604045, 0.19844785406067966, 0.19782168813463713, 0.19915637780477602, 0.1867636171012289, 0.18391385578819447, 0.18462547695926493], ""train_acc"": [0.7846428571428572, 0.8272142857142858, 0.8388809523809524, 0.8481904761904762, 0.8566428571428572, 0.8636666666666667, 0.8657738095238096, 0.8702380952380953, 0.8747380952380953, 0.8771666666666667, 0.8813809523809524, 0.8849761904761905, 0.8868452380952381, 0.8888571428571429, 0.890702380952381, 0.8960476190476191, 0.8951785714285715, 0.8986071428571428, 0.9011785714285715, 0.9022261904761905], ""val_acc"": [0.8290555555555555, 0.8581666666666667, 0.8623333333333334, 0.8765000000000001, 0.8725, 0.8777777777777778, 0.8882222222222222, 0.8929444444444445, 0.8871666666666667, 0.9007777777777778, 0.9067777777777778, 0.8849444444444445, 0.9013888888888889, 0.9093888888888889, 0.9157777777777778, 0.9166111111111112, 0.914888888888889, 0.9211111111111111, 0.9219444444444445, 0.9219444444444445], ""train_f1"": [0.7502927220485526, 0.8147769734331423, 0.8289860433032173, 0.8396945621960218, 0.849795855244667, 0.857883136274762, 0.8605038337031042, 0.8656197192015411, 0.8707318835355397, 0.8734718570865151, 0.8781145427112581, 0.8821569999938029, 0.8841418556880158, 0.8863415761664982, 0.888410758925667, 0.8940213666292604, 0.8932626295715245, 0.8967386686108849, 0.8995759781810092, 0.9006477842392737], ""val_f1"": [0.8235205462671433, 0.8511539442462082, 0.8528437306724452, 0.8723924963076638, 0.8722665015069929, 0.8779664284480372, 0.8877401973521456, 0.8918495288461668, 0.8869002985425191, 0.8973653272503948, 0.9059265031602667, 0.8872223070126034, 0.9016020313554389, 0.9093316575475663, 0.9140737918810852, 0.9160856890092208, 0.9149140696644806, 0.9200463947007727, 0.9220106536338739, 0.9221638964987453]}",weak_augm
